-4.47214	-1.41421	400.	0.240161
-4.23676	-1.41421	400.	0.200885
-4.00138	-1.41421	400.	0.161608
-3.76601	-1.41421	400.	0.131658
-3.53063	-1.41421	400.	0.101707
-3.29526	-1.41421	400.	0.0802918
-3.05988	-1.41421	400.	0.0588766
-2.82451	-1.41421	400.	0.0447991
-2.58913	-1.41421	400.	0.0307216
-2.35376	-1.41421	400.	0.0223137
-2.11838	-1.41421	400.	0.0139059
-1.883	-1.41421	400.	0.00951456
-1.64763	-1.41421	400.	0.00512321
-1.41225	-1.41421	400.	0.00323062
-1.17688	-1.41421	400.	0.00133802
-0.941502	-1.41421	400.	0.000755749
-0.706127	-1.41421	400.	0.000173475
-0.470751	-1.41421	400.	0.0000878094
-0.235376	-1.41421	400.	2.14395e-6
0	-1.41421	400.	0
0.235376	-1.41421	400.	2.14483e-6
0.470751	-1.41421	400.	0.0000880605
0.706127	-1.41421	400.	0.000173976
0.941502	-1.41421	400.	0.000758813
1.17688	-1.41421	400.	0.00134365
1.41225	-1.41421	400.	0.0032498
1.64763	-1.41421	400.	0.00515594
1.883	-1.41421	400.	0.00961635
2.11838	-1.41421	400.	0.0140768
2.35376	-1.41421	400.	0.0226568
2.58913	-1.41421	400.	0.0312369
2.82451	-1.41421	400.	0.0457552
3.05988	-1.41421	400.	0.0602736
3.29526	-1.41421	400.	0.0823998
3.53063	-1.41421	400.	0.104526
3.76601	-1.41421	400.	0.136176
4.00138	-1.41421	400.	0.167826
4.23676	-1.41421	400.	0.209896
4.47214	-1.41421	400.	0.251966
-4.47214	-1.25708	400.	0.222808
-4.23676	-1.25708	400.	0.188073
-4.00138	-1.25708	400.	0.153338
-3.76601	-1.25708	400.	0.125743
-3.53063	-1.25708	400.	0.0981468
-3.29526	-1.25708	400.	0.0778617
-3.05988	-1.25708	400.	0.0575766
-2.82451	-1.25708	400.	0.0439638
-2.58913	-1.25708	400.	0.0303511
-2.35376	-1.25708	400.	0.0220976
-2.11838	-1.25708	400.	0.013844
-1.883	-1.25708	400.	0.00947695
-1.64763	-1.25708	400.	0.00510986
-1.41225	-1.25708	400.	0.00322409
-1.17688	-1.25708	400.	0.00133832
-0.941502	-1.25708	400.	0.000756012
-0.706127	-1.25708	400.	0.000173709
-0.470751	-1.25708	400.	0.0000879287
-0.235376	-1.25708	400.	2.14885e-6
0	-1.25708	400.	0
0.235376	-1.25708	400.	2.14637e-6
0.470751	-1.25708	400.	0.0000881612
0.706127	-1.25708	400.	0.000174176
0.941502	-1.25708	400.	0.000758504
1.17688	-1.25708	400.	0.00134283
1.41225	-1.25708	400.	0.00324876
1.64763	-1.25708	400.	0.0051547
1.883	-1.25708	400.	0.00958903
2.11838	-1.25708	400.	0.0140234
2.35376	-1.25708	400.	0.0225131
2.58913	-1.25708	400.	0.0310028
2.82451	-1.25708	400.	0.0451237
3.05988	-1.25708	400.	0.0592445
3.29526	-1.25708	400.	0.0805613
3.53063	-1.25708	400.	0.101878
3.76601	-1.25708	400.	0.13141
4.00138	-1.25708	400.	0.160942
4.23676	-1.25708	400.	0.198657
4.47214	-1.25708	400.	0.236371
-4.47214	-1.09994	400.	0.196384
-4.23676	-1.09994	400.	0.168175
-4.00138	-1.09994	400.	0.139966
-3.76601	-1.09994	400.	0.116246
-3.53063	-1.09994	400.	0.0925261
-3.29526	-1.09994	400.	0.0740822
-3.05988	-1.09994	400.	0.0556383
-2.82451	-1.09994	400.	0.0426858
-2.58913	-1.09994	400.	0.0297334
-2.35376	-1.09994	400.	0.0217219
-2.11838	-1.09994	400.	0.0137105
-1.883	-1.09994	400.	0.00940086
-1.64763	-1.09994	400.	0.00509121
-1.41225	-1.09994	400.	0.00321354
-1.17688	-1.09994	400.	0.00133587
-0.941502	-1.09994	400.	0.00075466
-0.706127	-1.09994	400.	0.00017345
-0.470751	-1.09994	400.	0.0000877985
-0.235376	-1.09994	400.	2.14676e-6
0	-1.09994	400.	0
0.235376	-1.09994	400.	2.14521e-6
