-4.47214	-1.41421	400.	1.40286
-4.23676	-1.41421	400.	1.0088
-4.00138	-1.41421	400.	0.614751
-3.76601	-1.41421	400.	0.42516
-3.53063	-1.41421	400.	0.235569
-3.29526	-1.41421	400.	0.156723
-3.05988	-1.41421	400.	0.0778782
-2.82451	-1.41421	400.	0.0494149
-2.58913	-1.41421	400.	0.0209515
-2.35376	-1.41421	400.	0.0126144
-2.11838	-1.41421	400.	0.00427718
-1.883	-1.41421	400.	0.00243272
-1.64763	-1.41421	400.	0.000588257
-1.41225	-1.41421	400.	0.000315803
-1.17688	-1.41421	400.	0.0000433504
-0.941502	-1.41421	400.	0.0000223043
-0.706127	-1.41421	400.	1.25849e-6
-0.470751	-1.41421	400.	6.33058e-7
-0.235376	-1.41421	400.	7.6265e-9
0	-1.41421	400.	0
0.235376	-1.41421	400.	7.58349e-9
0.470751	-1.41421	400.	6.32274e-7
0.706127	-1.41421	400.	1.25697e-6
0.941502	-1.41421	400.	0.0000222842
1.17688	-1.41421	400.	0.0000433114
1.41225	-1.41421	400.	0.000316103
1.64763	-1.41421	400.	0.000588896
1.883	-1.41421	400.	0.00242604
2.11838	-1.41421	400.	0.00426319
2.35376	-1.41421	400.	0.0126107
2.58913	-1.41421	400.	0.0209582
2.82451	-1.41421	400.	0.0494309
3.05988	-1.41421	400.	0.0779036
3.29526	-1.41421	400.	0.157628
3.53063	-1.41421	400.	0.237352
3.76601	-1.41421	400.	0.426629
4.00138	-1.41421	400.	0.615907
4.23676	-1.41421	400.	1.01159
4.47214	-1.41421	400.	1.40727
-4.47214	-1.25708	400.	2.43071
-4.23676	-1.25708	400.	1.76478
-4.00138	-1.25708	400.	1.09884
-3.76601	-1.25708	400.	0.76679
-3.53063	-1.25708	400.	0.434742
-3.29526	-1.25708	400.	0.290525
-3.05988	-1.25708	400.	0.146308
-2.82451	-1.25708	400.	0.0931542
-2.58913	-1.25708	400.	0.0400002
-2.35376	-1.25708	400.	0.0241049
-2.11838	-1.25708	400.	0.00820966
-1.883	-1.25708	400.	0.00466476
-1.64763	-1.25708	400.	0.00111985
-1.41225	-1.25708	400.	0.000599783
-1.17688	-1.25708	400.	0.0000797172
-0.941502	-1.25708	400.	0.0000407849
-0.706127	-1.25708	400.	1.85315e-6
-0.470751	-1.25708	400.	9.30268e-7
-0.235376	-1.25708	400.	7.3958e-9
0	-1.25708	400.	0
0.235376	-1.25708	400.	7.42816e-9
0.470751	-1.25708	400.	9.28906e-7
0.706127	-1.25708	400.	1.85039e-6
0.941502	-1.25708	400.	0.0000407976
1.17688	-1.25708	400.	0.0000797448
1.41225	-1.25708	400.	0.00059808
1.64763	-1.25708	400.	0.00111642
1.883	-1.25708	400.	0.0046598
2.11838	-1.25708	400.	0.00820317
2.35376	-1.25708	400.	0.0240928
2.58913	-1.25708	400.	0.0399825
2.82451	-1.25708	400.	0.0932952
3.05988	-1.25708	400.	0.146608
3.29526	-1.25708	400.	0.291504
3.53063	-1.25708	400.	0.4364
3.76601	-1.25708	400.	0.768043
4.00138	-1.25708	400.	1.09969
4.23676	-1.25708	400.	1.75952
4.47214	-1.25708	400.	2.41936
-4.47214	-1.09994	400.	4.40115
-4.23676	-1.09994	400.	3.26946
-4.00138	-1.09994	400.	2.13777
-3.76601	-1.09994	400.	1.51651
-3.53063	-1.09994	400.	0.895252
-3.29526	-1.09994	400.	0.604215
-3.05988	-1.09994	400.	0.31318
-2.82451	-1.09994	400.	0.200562
-2.58913	-1.09994	400.	0.0879435
-2.35376	-1.09994	400.	0.0531607
-2.11838	-1.09994	400.	0.018378
-1.883	-1.09994	400.	0.0104433
-1.64763	-1.09994	400.	0.00250861
-1.41225	-1.09994	400.	0.0013418
-1.17688	-1.09994	400.	0.000174987
-0.941502	-1.09994	400.	0.0000892073
-0.706127	-1.09994	400.	3.42892e-6
-0.470751	-1.09994	400.	1.7182e-6
-0.235376	-1.09994	400.	7.50048e-9
0	-1.09994	400.	0
0.235376	-1.09994	400.	7.50787e-9
