-4.47214	-1.41421	-13.	400.	0.293159
-3.97523	-1.41421	-13.	400.	0.2064
-3.47833	-1.41421	-13.	400.	0.11964
-2.98142	-1.41421	-13.	400.	0.0756511
-2.48452	-1.41421	-13.	400.	0.0316619
-1.98762	-1.41421	-13.	400.	0.0178075
-1.49071	-1.41421	-13.	400.	0.00395302
-0.993808	-1.41421	-13.	400.	0.00200008
-0.496904	-1.41421	-13.	400.	0.0000471359
0	-1.41421	-13.	400.	0
0.496904	-1.41421	-13.	400.	0.0000466226
0.993808	-1.41421	-13.	400.	0.00182178
1.49071	-1.41421	-13.	400.	0.00359693
1.98762	-1.41421	-13.	400.	0.0139401
2.48452	-1.41421	-13.	400.	0.0242833
2.98142	-1.41421	-13.	400.	0.0477307
3.47833	-1.41421	-13.	400.	0.0711781
3.97523	-1.41421	-13.	400.	0.0978637
4.47214	-1.41421	-13.	400.	0.124549
-4.47214	-0.942809	-13.	400.	1.86642
-3.97523	-0.942809	-13.	400.	1.53191
-3.47833	-0.942809	-13.	400.	1.1974
-2.98142	-0.942809	-13.	400.	0.835514
-2.48452	-0.942809	-13.	400.	0.473632
-1.98762	-0.942809	-13.	400.	0.273191
-1.49071	-0.942809	-13.	400.	0.0727506
-0.993808	-0.942809	-13.	400.	0.0368312
-0.496904	-0.942809	-13.	400.	0.000911851
0	-0.942809	-13.	400.	0
0.496904	-0.942809	-13.	400.	0.000908959
0.993808	-0.942809	-13.	400.	0.0353295
1.49071	-0.942809	-13.	400.	0.0697501
1.98762	-0.942809	-13.	400.	0.246332
2.48452	-0.942809	-13.	400.	0.422913
2.98142	-0.942809	-13.	400.	0.691544
3.47833	-0.942809	-13.	400.	0.960175
3.97523	-0.942809	-13.	400.	1.12731
4.47214	-0.942809	-13.	400.	1.29445
-4.47214	-0.471405	-13.	400.	4.22079
-3.97523	-0.471405	-13.	400.	4.02853
-3.47833	-0.471405	-13.	400.	3.83626
-2.98142	-0.471405	-13.	400.	3.45976
-2.48452	-0.471405	-13.	400.	3.08327
-1.98762	-0.471405	-13.	400.	2.14681
-1.49071	-0.471405	-13.	400.	1.21036
-0.993808	-0.471405	-13.	400.	0.615878
-0.496904	-0.471405	-13.	400.	0.0213986
0	-0.471405	-13.	400.	0
0.496904	-0.471405	-13.	400.	0.0213816
0.993808	-0.471405	-13.	400.	0.600519
1.49071	-0.471405	-13.	400.	1.17966
1.98762	-0.471405	-13.	400.	2.02282
2.48452	-0.471405	-13.	400.	2.86598
2.98142	-0.471405	-13.	400.	3.08189
3.47833	-0.471405	-13.	400.	3.2978
3.97523	-0.471405	-13.	400.	3.29252
4.47214	-0.471405	-13.	400.	3.28724
-4.47214	0	-13.	400.	5.0242
-3.97523	0	-13.	400.	4.89063
-3.47833	0	-13.	400.	4.75706
-2.98142	0	-13.	400.	4.56755
-2.48452	0	-13.	400.	4.37804
-1.98762	0	-13.	400.	3.71131
-1.49071	0	-13.	400.	3.04457
-0.993808	0	-13.	400.	1.57808
-0.496904	0	-13.	400.	0.11159
0	0	-13.	400.	0
0.496904	0	-13.	400.	0.11148
0.993808	0	-13.	400.	1.55307
1.49071	0	-13.	400.	2.99467
1.98762	0	-13.	400.	3.5482
2.48452	0	-13.	400.	4.10174
2.98142	0	-13.	400.	4.12795
3.47833	0	-13.	400.	4.15416
3.97523	0	-13.	400.	4.08156
4.47214	0	-13.	400.	4.00896
-4.47214	0.471405	-13.	400.	5.68399
-3.97523	0.471405	-13.	400.	5.43872
-3.47833	0.471405	-13.	400.	5.19345
-2.98142	0.471405	-13.	400.	4.68205
-2.48452	0.471405	-13.	400.	4.17066
-1.98762	0.471405	-13.	400.	2.88056
-1.49071	0.471405	-13.	400.	1.59046
-0.993808	0.471405	-13.	400.	0.809028
-0.496904	0.471405	-13.	400.	0.0275996
0	0.471405	-13.	400.	0
0.496904	0.471405	-13.	400.	0.0275846
0.993808	0.471405	-13.	400.	0.79282
1.49071	0.471405	-13.	400.	1.55806
1.98762	0.471405	-13.	400.	2.74366
2.48452	0.471405	-13.	400.	3.92927
2.98142	0.471405	-13.	400.	4.26227
3.47833	0.471405	-13.	400.	4.59527
3.97523	0.471405	-13.	400.	4.62109
4.47214	0.471405	-13.	400.	4.6469
-4.47214	0.942809	-13.	400.	6.33721
-3.97523	0.942809	-13.	400.	5.27263
-3.47833	0.942809	-13.	400.	4.20805
-2.98142	0.942809	-13.	400.	2.95674
-2.48452	0.942809	-13.	400.	1.70544
-1.98762	0.942809	-13.	400.	0.985651
-1.49071	0.942809	-13.	400.	0.265866
-0.993808	0.942809	-13.	400.	0.134619
-0.496904	0.942809	-13.	400.	0.00337277
0	0.942809	-13.	400.	0
0.496904	0.942809	-13.	400.	0.00336578
0.993808	0.942809	-13.	400.	0.132416
1.49071	0.942809	-13.	400.	0.261466
1.98762	0.942809	-13.	400.	0.9442
2.48452	0.942809	-13.	400.	1.62694
2.98142	0.942809	-13.	400.	2.72565
3.47833	0.942809	-13.	400.	3.82436
3.97523	0.942809	-13.	400.	4.61866
4.47214	0.942809	-13.	400.	5.41296
-4.47214	1.41421	-13.	400.	5.21371
-3.97523	1.41421	-13.	400.	3.81147
-3.47833	1.41421	-13.	400.	2.40923
-2.98142	1.41421	-13.	400.	1.55769
-2.48452	1.41421	-13.	400.	0.706151
-1.98762	1.41421	-13.	400.	0.400363
-1.49071	1.41421	-13.	400.	0.0945747
-0.993808	1.41421	-13.	400.	0.0478734
-0.496904	1.41421	-13.	400.	0.00117217
0	1.41421	-13.	400.	0
0.496904	1.41421	-13.	400.	0.00116916
0.993808	1.41421	-13.	400.	0.047216
1.49071	1.41421	-13.	400.	0.0932628
1.98762	1.41421	-13.	400.	0.387227
2.48452	1.41421	-13.	400.	0.681191
2.98142	1.41421	-13.	400.	1.46621
3.47833	1.41421	-13.	400.	2.25123
3.97523	1.41421	-13.	400.	3.45058
4.47214	1.41421	-13.	400.	4.64994
-4.47214	-1.41421	-10.1111	400.	0.136073
-3.97523	-1.41421	-10.1111	400.	0.0944519
-3.47833	-1.41421	-10.1111	400.	0.0528307
-2.98142	-1.41421	-10.1111	400.	0.0331654
-2.48452	-1.41421	-10.1111	400.	0.0135
-1.98762	-1.41421	-10.1111	400.	0.00757408
-1.49071	-1.41421	-10.1111	400.	0.00164814
-0.993808	-1.41421	-10.1111	400.	0.000833795
-0.496904	-1.41421	-10.1111	400.	0.0000194514
0	-1.41421	-10.1111	400.	0
0.496904	-1.41421	-10.1111	400.	0.0000191407
0.993808	-1.41421	-10.1111	400.	0.00074097
1.49071	-1.41421	-10.1111	400.	0.0014628
